tanggal,beras kualitas super I,daging ayam,telur ayam,bawang merah,bawang putih,cabai merah besar,cabai merah keriting,cabai rawit merah,cabai rawit hijau,minyak goreng merk 1
01/08/2017,11600,26450,19600,25900,25800,20650,20050,35500,20850,12850
02/08/2017,11450,25500,19850,24950,24950,19600,20050,33200,22600,13700
03/08/2017,11500,26650,21100,25150,25250,23300,22900,38850,26950,13750
04/08/2017,11500,26650,21100,25150,25250,23300,22900,38850,26950,13750
07/08/2017,11500,26700,21050,25150,25250,23300,22900,38850,26950,13750
08/08/2017,11500,26650,21050,25050,25100,22950,23050,38400,26450,13750
09/08/2017,11500,26650,21000,25000,25100,23250,23300,38300,26350,13750
10/08/2017,11550,26900,20700,24100,24400,23600,23450,33950,24800,13700
11/08/2017,11550,26900,20700,24100,24400,23600,23450,33950,24800,13700
14/08/2017,11550,26900,20700,23800,24100,23550,23350,33950,24800,13700
15/08/2017,11550,27050,20600,23650,24000,23650,23550,33300,24550,13700
16/08/2017,11550,26650,20350,23200,23400,23150,23550,31100,24050,13700
18/08/2017,11500,26650,20250,22950,23000,22350,23100,31000,24300,13650
21/08/2017,11500,26650,20250,22950,23000,22350,23100,31000,24300,13650
22/08/2017,11500,26400,20150,22700,22850,22200,23000,30100,24300,13650
23/08/2017,11500,26200,20100,22550,22750,22400,22600,29550,24100,13700
24/08/2017,11550,25250,20000,21600,22000,22350,22250,27650,23550,13750
25/08/2017,11450,25200,20050,21750,22200,22100,22000,27550,23500,13750
28/08/2017,11450,25150,20050,21500,22150,22100,22100,27250,23350,13750
29/08/2017,11450,25250,20050,21550,22100,22050,22050,27200,23550,13750
30/08/2017,11450,25350,20050,21500,22150,22700,22550,27250,23550,13750
31/08/2017,11550,24950,20150,21450,21950,23700,23200,27750,23900,13750
04/09/2017,11550,24950,20150,21450,21950,23700,23200,27750,23900,13750
05/09/2017,11550,25250,20200,21350,22000,23750,23050,27750,23800,13750
06/09/2017,11550,25350,20150,20600,21300,23450,22950,27800,24750,13750
07/09/2017,11550,24850,20900,20000,20750,24350,23800,27250,24900,13800
08/09/2017,11550,25000,20900,20000,20750,24350,23800,27250,24900,13800
11/09/2017,11550,25000,20900,20050,21050,24350,23900,27250,25000,13800
12/09/2017,11600,24800,20900,20300,21400,25050,24300,27650,25900,13850
13/09/2017,11600,24650,20850,20100,21200,24850,24050,27350,25350,13800
14/09/2017,11600,24400,20400,19950,20700,23950,23150,26950,23850,13700
15/09/2017,11600,24400,20400,19950,20700,23950,23150,26950,23850,13700
18/09/2017,11600,24400,20400,19950,20650,23950,23150,26950,23850,13700
19/09/2017,11550,24300,20450,19600,20150,23250,22700,25950,23800,13650
20/09/2017,11600,24400,20400,19350,19850,23100,22950,24950,24450,13700
22/09/2017,11650,24400,20450,19250,19750,23400,23250,24600,24800,13750
25/09/2017,11650,24350,20450,19250,19700,23250,23400,24750,25000,13750
26/09/2017,11650,24350,20450,19250,19700,23350,23300,24650,25000,13700
27/09/2017,11600,24300,20400,19200,19700,23300,23050,24200,24500,13600
28/09/2017,11600,24050,20300,18500,19250,21500,22150,23400,24550,13600
29/09/2017,11600,24050,20300,18500,19250,21500,22150,23400,24550,13600
02/10/2017,11600,24100,20300,18500,19250,21500,22150,23350,24500,13600
03/10/2017,11550,24050,20300,18500,19250,21550,22250,23350,24500,13600
04/10/2017,11600,23900,20200,18200,19000,22250,22900,22750,24450,13650
05/10/2017,11600,23550,19950,17600,18400,22700,25250,24400,23650,13600
06/10/2017,11600,23550,19950,17600,18400,22700,25250,24400,23650,13600
09/10/2017,11650,23500,19900,17500,18350,22800,25600,24500,23700,13600
10/10/2017,11600,23600,19900,17500,18300,22900,25800,24750,23700,13600
11/10/2017,11600,23700,19950,17700,18650,23500,25950,25400,23450,13550
12/10/2017,11550,23250,19800,17450,18500,24150,27450,24300,22950,13550
13/10/2017,11550,23250,19800,17450,18500,24150,27450,24300,23050,13550
16/10/2017,11550,23250,19800,17300,18350,23900,27450,24200,23150,13550
17/10/2017,11550,23150,19800,17250,18250,23800,27250,24250,23150,13550
18/10/2017,11600,23100,19900,17300,18200,23500,26950,23900,23050,13550
19/10/2017,11600,23300,19850,17400,18100,22700,25400,24250,22800,13500
20/10/2017,11600,23300,19850,17400,18100,22700,25400,24250,22800,13500
23/10/2017,11600,23250,19850,17400,18100,22700,25400,24250,22800,13500
24/10/2017,11600,23300,19900,17300,18050,22550,25250,24200,22850,13500
25/10/2017,11600,23300,19900,17350,18000,23000,24900,24450,23300,13500
26/10/2017,11650,23300,19750,17500,17600,23250,24700,24250,23050,13550
27/10/2017,11650,23300,19750,17500,17600,23250,24700,24250,23050,13550
30/10/2017,11650,23300,19750,17450,17600,23200,24650,24300,23050,13550
31/10/2017,11650,23300,19700,17200,17100,22700,24450,23750,22600,13500
01/11/2017,11650,23250,19700,17250,16950,22500,24200,23850,22700,13500
02/11/2017,11650,23350,19700,17950,16900,22450,23200,23800,22400,13550
03/11/2017,11650,23350,19700,17950,16900,22450,23200,23800,22400,13550
06/11/2017,11650,23350,19700,17950,16850,22300,23200,24000,22450,13550
07/11/2017,11650,23300,19650,18050,16850,22400,23300,24100,22400,13550
08/11/2017,11700,23400,19650,18450,17350,22650,23950,24200,22300,13550
09/11/2017,11700,23400,19500,19000,17350,23850,24800,26200,22550,13450
10/11/2017,11700,23400,19500,19000,17350,23850,24800,26200,22550,13450
13/11/2017,11700,23400,19500,19000,17350,23850,24850,26200,22550,13450
14/11/2017,11700,23350,19550,19050,17450,24000,24900,26200,22500,13450
15/11/2017,11700,23350,19600,19250,17750,24450,25450,27000,22150,13500
16/11/2017,11750,23600,19850,19650,18450,25850,26850,27800,22750,13500
17/11/2017,11750,23600,19850,19650,18450,25850,26850,27800,22750,13500
20/11/2017,11750,23600,19850,19650,18450,25850,26850,27700,22750,13500
21/11/2017,11750,23500,19850,19700,18600,25850,26900,27500,22950,13500
22/11/2017,11750,23550,19950,19750,18700,25950,27350,27350,23200,13450
23/11/2017,11800,23600,20500,19900,18850,27450,28900,25850,22050,13500
24/11/2017,11800,23600,20500,19900,18850,27450,28900,25850,22050,13500
27/11/2017,11800,23600,20500,20050,18850,27450,29000,25850,22100,13500
28/11/2017,11800,23600,20500,19950,18700,27350,28850,25750,21950,13500
29/11/2017,11800,23650,20800,19900,18800,27650,28800,25650,22200,13500
30/11/2017,11800,23800,21400,19950,18750,27750,29400,26300,22550,13500
01/12/2017,11800,23800,21400,19950,18750,27750,29400,26300,22550,13500
04/12/2017,11800,23750,21400,20300,18750,27600,29650,26250,22700,13500
05/12/2017,11800,23800,21450,20200,18600,27650,29700,26350,22750,13500
06/12/2017,11800,23800,21500,20050,18300,28100,30200,26250,23500,13500
07/12/2017,11800,24100,21650,20200,17900,28300,30500,25450,23900,13500
08/12/2017,11800,24100,21650,20200,17900,28300,30500,25450,23900,13500
11/12/2017,11800,24200,21650,20100,17900,28500,30500,25250,23750,13500
12/12/2017,11800,24450,21750,20200,18050,28300,30250,25550,23800,13500
13/12/2017,11850,24850,22000,20150,17950,27850,29450,25250,24000,13500
14/12/2017,11900,25200,22750,19700,17800,27500,27200,25750,24900,13500
15/12/2017,11900,25200,22750,19700,17800,27500,27200,25750,24900,13500
18/12/2017,11900,25250,22800,19550,17750,27500,27000,25750,25100,13500
19/12/2017,11900,25200,22850,19550,17700,27650,27000,26450,25350,13500
20/12/2017,11900,25350,22900,19400,17200,28000,27150,27200,25400,13450
21/12/2017,11900,26150,23550,19650,17300,28750,28200,31850,27300,13450
22/12/2017,11900,26150,23550,19650,17300,28750,28200,31850,27300,13450
27/12/2017,11950,26500,23700,20100,17200,28350,28500,34350,27650,13450
28/12/2017,12000,27050,23800,20150,17400,29050,29900,39200,30200,13500
29/12/2017,12000,27050,23800,20150,17400,29050,29900,39200,30200,13500
02/01/2018,12000,27950,21450,21800,15950,20750,31400,29900,29500,13300
03/01/2018,12150,28050,22400,20700,18100,30600,33550,42450,34800,13450
04/01/2018,12050,27150,23400,19900,17800,29100,30400,42350,34050,13500
05/01/2018,12050,27150,23400,19900,17800,29100,30400,42350,34050,13500
08/01/2018,12050,27150,23350,20000,17850,29150,30550,42350,34250,13500
09/01/2018,12100,27200,23400,20000,17850,29050,29750,41600,33950,13500
10/01/2018,12100,27400,23450,20100,17950,29150,29900,41200,33850,13500
11/01/2018,12150,27900,23150,20100,18100,29900,31300,39700,32700,13500
12/01/2018,12150,27900,23150,20100,18100,29900,31300,39700,32700,13500
15/01/2018,12200,27900,23200,20100,18150,29900,31300,39700,32700,13500
16/01/2018,12200,27900,23100,19800,18050,29600,31200,39500,31900,13500
17/01/2018,12150,27950,23000,19700,18050,29800,31250,39650,32300,13550
18/01/2018,12200,27900,22600,19250,18050,31350,30800,38100,33750,13500
19/01/2018,12200,27900,22600,19250,18050,31350,30800,38100,33750,13500
22/01/2018,12200,27900,22600,19300,17900,31600,30950,38100,33750,13500
23/01/2018,12250,28000,22550,19300,17950,31450,30700,37950,33700,13500
24/01/2018,12250,27800,22450,19100,18000,31400,30750,37250,33800,13500
25/01/2018,12400,27150,22100,18650,17950,31950,31850,35200,33350,13450
26/01/2018,12400,27150,22100,18650,17950,31950,31850,35200,33350,13450
29/01/2018,12400,27100,22100,18500,17950,32000,31850,34900,33350,13450
30/01/2018,12400,26950,22100,18800,18000,32400,32350,34700,33600,13450
31/01/2018,12400,26950,21950,18700,17900,32000,32050,34050,33300,13450
01/02/2018,12400,26150,21700,18600,17950,31450,32450,34800,33050,13500
02/02/2018,12400,26150,21700,18600,17950,31450,32450,34800,33050,13500
05/02/2018,12400,26150,21700,18600,17950,31450,32450,34800,33050,13500
06/02/2018,12450,25950,21700,18650,18050,31400,32050,34850,32350,13500
07/02/2018,12400,26150,21600,18600,18250,31500,32150,35000,32500,13500
08/02/2018,12500,26150,21200,18800,19500,31650,31950,34600,30950,13550
09/02/2018,12500,26150,21200,18800,19500,31650,31950,34600,30950,13550
12/02/2018,12500,26250,21200,18750,19550,31850,31900,34750,31100,13550
13/02/2018,12450,26100,21150,18700,20050,31950,31800,34950,30700,13550
14/02/2018,12450,26150,21150,18800,20600,31800,31850,35250,30450,13550
15/02/2018,12400,26150,21200,19350,23200,33350,32750,38150,32350,13550
19/02/2018,12400,26250,21200,19250,23200,33350,32900,38150,32300,13550
20/02/2018,12400,26200,21250,19300,23450,33700,33450,38650,32200,13550
21/02/2018,12400,26100,21250,19300,23550,33700,33550,39100,31850,13550
22/02/2018,12450,25950,21350,19350,24650,33200,32900,42250,31600,13550
23/02/2018,12450,25950,21350,19350,24650,33200,32900,42250,31600,13550
26/02/2018,12450,25950,21350,19350,24650,33200,32900,42250,31600,13550
27/02/2018,12450,25900,21300,19250,24650,33050,32650,42100,31400,13550
28/02/2018,12450,25850,21300,19300,24750,32750,32650,42600,31400,13550
01/03/2018,12400,25250,21150,19500,24950,32000,32550,44800,31200,13500
02/03/2018,12400,25250,21150,19500,24950,32000,32550,44800,31200,13500
05/03/2018,12350,25250,21100,19450,24950,32000,32600,44650,31150,13500
06/03/2018,12350,25100,21100,19850,25150,32000,33000,45700,31450,13500
07/03/2018,12350,25100,21000,19950,25150,32250,33200,45900,31750,13500
08/03/2018,12350,24750,20850,20600,24850,32300,34000,47950,31950,13550
09/03/2018,12350,24750,20850,20600,24850,32300,34000,47950,31950,13550
12/03/2018,12350,24750,20800,20900,24850,32350,34100,48150,32100,13550
13/03/2018,12350,24850,20800,20950,25000,33250,34400,48050,32800,13550
14/03/2018,12350,25000,20700,21000,24900,34050,35100,49450,32950,13550
15/03/2018,12350,25600,20350,21050,25850,36300,36700,49200,32100,13500
16/03/2018,12350,25600,20350,21050,25850,36300,36700,48900,32100,13500
19/03/2018,12350,25600,20400,21050,25850,36300,36700,48900,32100,13500
20/03/2018,12350,25500,20400,20950,25900,36350,37000,48050,32150,13500
21/03/2018,12300,25500,20450,21000,26150,36050,36500,46850,32150,13500
22/03/2018,12300,25400,20450,21850,27450,35050,35150,44150,31550,13500
23/03/2018,12300,25400,20450,21850,27450,35050,35150,44150,31550,13500
26/03/2018,12300,25450,20450,21900,27450,35200,34900,43900,31500,13500
27/03/2018,12250,25450,20450,22200,27400,34700,34750,44450,31250,13500
28/03/2018,12250,25600,20450,23050,27900,35050,34700,43650,31300,13500
29/03/2018,12250,25950,20500,25100,28450,35750,34350,41000,31050,13500
02/04/2018,12250,25950,20500,25150,28600,35900,34500,41100,31200,13500
03/04/2018,12250,25950,20450,25300,28600,35750,34350,40650,31300,13500
04/04/2018,12250,26050,20450,25850,28550,35050,33700,40550,31100,13500
05/04/2018,12250,26150,20300,27700,28200,35300,33500,40400,30600,13500
06/04/2018,12250,26150,20300,27700,28200,35300,33500,40400,30600,13500
09/04/2018,12250,26150,20300,27850,28500,35400,33600,40400,30600,13500
10/04/2018,12200,26050,20450,28050,28550,35450,33300,40050,30650,13500
11/04/2018,12200,26100,20550,28150,28500,35650,33550,40200,30300,13500
12/04/2018,12200,26200,21050,29600,28200,36700,33050,39050,29950,13550
13/04/2018,12200,26200,21050,29600,28200,36700,33050,39050,29950,13550
16/04/2018,12200,26150,21050,29650,27950,36950,33250,39250,30150,13550
17/04/2018,12200,26250,21000,29900,28000,36850,32950,39150,29250,13550
18/04/2018,12200,26450,21100,30150,28250,36850,32700,38850,29050,13550
19/04/2018,12200,26600,21450,30600,28000,36100,31350,37200,27650,13550
20/04/2018,12200,26600,21450,30600,28000,36100,31350,37200,27650,13550
23/04/2018,12200,26600,21450,30700,28100,35750,31100,36900,27400,13550
24/04/2018,12200,26650,21550,30700,28050,35500,30650,36400,27100,13550
25/04/2018,12200,26700,21600,31000,27850,34700,30050,35400,26600,13550
26/04/2018,12150,27150,21750,30600,26650,31150,28150,32350,25100,13550
27/04/2018,12150,27150,21750,30600,26650,31150,28150,32350,25100,13550
30/04/2018,12150,27200,21750,30500,26350,31150,27950,32000,24750,13550
02/05/2018,12150,27300,21800,30150,25500,31100,28300,31400,24650,13550
03/05/2018,12200,27300,22050,29450,23800,30900,28800,30050,24450,13550
04/05/2018,12200,27300,22050,29450,23800,30900,28800,30050,24450,13550
07/05/2018,12200,27300,22100,29450,23850,31000,28850,30100,24450,13550
08/05/2018,12200,27450,22050,29800,23850,31600,28700,30100,25150,13550
09/05/2018,12150,27650,22550,29800,23400,31800,29000,29300,25650,13550
11/05/2018,12150,27950,22900,29650,22950,31900,28800,29600,25900,13550
14/05/2018,12150,28000,22900,29500,23000,32100,28800,29550,25850,13550
15/05/2018,12150,28250,22950,29550,22850,32400,29400,29800,26150,13550
16/05/2018,12150,28600,22950,29350,22950,32650,29550,29800,26000,13550
17/05/2018,12150,29700,23600,29100,22150,32450,30050,29350,25250,13550
18/05/2018,12150,29750,23600,29100,22200,32500,30050,29400,25300,13550
21/05/2018,12150,29750,23600,29100,22200,32300,30050,29400,25300,13550
22/05/2018,12150,29750,23650,28650,21850,32100,29700,29500,25650,13550
23/05/2018,12150,29650,23650,28650,21700,31050,28700,29350,25350,13550
24/05/2018,12100,29350,23500,28700,21100,30200,28250,29450,25750,13550
25/05/2018,12100,29350,23500,28700,21100,30200,28250,29450,25750,13550
28/05/2018,12100,29450,23500,28750,21150,29550,27950,29350,25700,13550
30/05/2018,12100,29050,23500,28400,21600,28600,27600,28900,25100,13550
31/05/2018,12100,28500,23000,27950,21050,27350,25650,28750,24850,13500
01/06/2018,12100,28500,23000,27950,21050,27350,25650,28750,24850,13500
04/06/2018,12100,28500,23000,27950,21050,27350,25650,28750,24850,13500
05/06/2018,12100,28450,22800,27600,20900,27500,25150,29350,24900,13500
06/06/2018,12100,28550,22850,28050,20750,27800,25350,29950,24800,13500
07/06/2018,12100,28600,22750,27250,21250,27450,24250,31550,25150,13550
08/06/2018,12100,28600,22750,27250,21250,27450,24250,31550,25150,13550
11/06/2018,12100,28650,22750,27250,21250,27950,24950,31800,25600,13550
12/06/2018,12100,28950,22750,27450,21300,28850,26600,33200,26400,13550
13/06/2018,12100,30400,22750,27850,21950,37000,33000,39450,31050,13550
14/06/2018,12100,30400,22750,27850,21950,37000,33000,39450,31050,13550
18/06/2018,12100,30550,22750,28000,22200,37850,33700,40350,32300,13550
19/06/2018,12100,30600,22650,28250,22250,37550,33300,40350,32600,13550
20/06/2018,12100,30700,22650,28000,22200,36650,32650,40800,32750,13500
21/06/2018,12100,31100,22750,27650,22500,33000,30650,38650,32700,13300
22/06/2018,12100,31100,22750,27650,22500,33000,30650,38650,32700,13300
25/06/2018,12100,31100,22750,27700,22500,32450,30250,38200,32250,13300
26/06/2018,12100,31050,22800,27350,22500,31350,29000,37650,31400,13300
27/06/2018,12100,31050,22800,27350,22500,31350,29000,37650,31400,13300
28/06/2018,12100,29750,22550,26750,22200,26850,25700,37750,28550,13300
29/06/2018,12100,29750,22550,26750,22200,26850,25700,37750,28550,13300
02/07/2018,12100,29750,22550,26850,22200,26750,25500,37750,28550,13300
03/07/2018,12100,29650,22550,26700,22150,26450,25400,38100,28650,13300
04/07/2018,12100,30100,22750,25900,22000,25800,25650,39100,28200,13500
05/07/2018,12100,29850,23450,24250,22050,26600,27000,45350,30350,13500
06/07/2018,12100,29850,23450,24250,22050,26600,27000,45350,30350,13500
09/07/2018,12100,29850,23500,24200,22000,26600,26950,45350,30350,13500
10/07/2018,12100,29600,23500,23950,21700,27000,27200,46050,31100,13500
11/07/2018,12100,29650,23700,23950,21800,27350,27400,46450,31250,13500
12/07/2018,12100,30200,24700,22800,21300,29550,30550,48550,32200,13500
13/07/2018,12100,30200,24700,22800,21300,29550,30550,48550,32200,13500
16/07/2018,12100,30300,24750,22650,21200,29750,30900,48750,32500,13500
17/07/2018,12100,30300,24750,22600,21150,30400,31400,49350,32800,13450
18/07/2018,12100,30550,24750,22400,21050,30700,31850,48900,32900,13450
19/07/2018,12100,31550,25200,21450,20650,30450,31600,49650,33650,13450
20/07/2018,12100,31550,25200,21450,20650,30450,31600,49650,33650,13450
23/07/2018,12100,31500,25150,21450,20650,30450,31700,49650,33650,13450
24/07/2018,12100,31750,25250,21300,20550,30250,31600,49150,33600,13400
25/07/2018,12100,31850,25050,20900,20500,30100,31250,49450,33000,13400
26/07/2018,12050,32650,24600,20750,20300,27900,29800,46650,32250,13450
27/07/2018,12050,32650,24600,20750,20300,27900,29800,46250,32250,13450
30/07/2018,12050,32650,24600,20750,20300,27900,29800,46250,32250,13450
31/07/2018,12050,32550,24550,20850,20300,27400,28450,45100,31600,13450
01/08/2018,12050,32250,24450,20600,20300,26950,28550,44200,31800,13450
02/08/2018,12050,31250,23850,20500,20350,26100,27000,40650,31150,13400
03/08/2018,12050,31250,23850,20450,20250,25950,27000,40650,31150,13400
06/08/2018,12050,31250,23800,20450,20250,25950,27000,40650,31150,13400
07/08/2018,12050,31100,23650,19900,20000,26150,27400,39850,30700,13400
08/08/2018,12050,30800,23600,20050,20050,26150,27500,39400,30700,13400
09/08/2018,12050,29950,23000,20100,20200,28050,28750,37750,29950,13350
10/08/2018,12050,29950,23000,20100,20200,28050,28750,37750,29950,13350
13/08/2018,12050,29950,23000,20100,20200,28050,28750,37750,29950,13350
14/08/2018,12050,29650,22950,20000,20200,27950,28600,37700,29800,13400
15/08/2018,12050,29600,22900,20100,20200,27650,28500,37400,30150,13400
16/08/2018,12050,29100,22650,19950,20200,26050,27000,35400,29200,13400
20/08/2018,12050,29100,22650,20100,20200,26400,26850,34400,28600,13400
21/08/2018,12050,29300,22500,20000,20100,27150,27150,34450,29000,13400
23/08/2018,12050,30000,22550,19850,20250,27800,27600,33550,29900,13400
24/08/2018,12050,30000,22550,19850,20250,27800,27600,33550,29900,13400
27/08/2018,12050,30000,22550,19850,20250,27650,27550,33650,29950,13400
28/08/2018,12050,29800,22500,19800,20250,27150,26900,33750,30000,13400
29/08/2018,12050,29750,22500,19550,20200,26700,26450,34050,29950,13400
30/08/2018,12050,28850,22600,18850,20050,24850,23950,31500,28700,13350
31/08/2018,12050,28850,22600,18850,20050,24850,23950,31500,28700,13350
03/09/2018,12050,28800,22600,18850,19950,24450,23650,31300,28500,13350
04/09/2018,12050,28650,22550,18550,19850,23800,23250,31050,28150,13350
05/09/2018,12050,28400,22550,18450,19900,23600,22900,29750,27600,13300
06/09/2018,12050,27750,22450,17600,19550,22200,20950,27150,24900,13350
07/09/2018,12050,27750,22450,17600,19550,22200,20950,27150,24900,13350
10/09/2018,12050,27700,22400,17550,19500,22200,21050,27150,24850,13350
12/09/2018,12050,27600,22400,17650,19500,22200,21300,27150,24900,13350
13/09/2018,12000,26800,22050,17000,19100,22450,21800,26300,25900,13300
14/09/2018,12000,26800,22050,17000,19100,22450,21800,26300,25900,13300
17/09/2018,12000,26800,22000,17000,19100,22400,21650,26150,25750,13300
18/09/2018,12000,26700,22000,16900,18750,22050,21600,26100,25800,13300
19/09/2018,12000,26750,21950,16850,18600,21350,21250,26050,26050,13300
20/09/2018,12000,26350,21750,16350,18400,21200,20950,25450,25800,13300
21/09/2018,12000,26350,21750,16350,18400,21450,20950,25100,25800,13300
24/09/2018,12000,26350,21750,16350,18400,21650,20950,25100,25750,13300
25/09/2018,12000,26100,21600,16350,18300,22050,20900,25750,26000,13300
26/09/2018,12000,26050,21500,16250,18350,21950,21000,25350,26150,13300
27/09/2018,12000,25750,21000,16050,18100,20850,20400,27050,26550,13250
28/09/2018,12000,25750,21000,16050,18100,20850,20400,27050,26550,13250
01/10/2018,12000,25750,21000,16050,18100,20850,20400,27050,26550,13250
02/10/2018,12000,25750,21000,15750,18250,21000,20600,26900,26400,13250
03/10/2018,12000,25800,21050,15650,18200,20950,20600,26800,26300,13250
04/10/2018,12000,26300,21150,15050,18000,23250,22150,29000,27300,13250
05/10/2018,12000,26300,21150,15050,18000,23250,22150,29000,27300,13250
08/10/2018,12000,26300,21150,15050,18000,23400,22450,29200,27400,13250
09/10/2018,12000,26450,21100,15050,18000,23050,22550,29050,26950,13250
10/10/2018,11950,26550,21100,15100,18050,23350,23000,29000,27350,13250
11/10/2018,11950,26700,21300,15550,18650,25100,24550,29700,28050,13200
12/10/2018,11950,26700,21300,15550,18650,25100,24550,29700,28050,13200
15/10/2018,11950,26700,21350,15550,18650,25100,24550,29850,28150,13200
16/10/2018,11950,26650,21350,15600,18800,25500,24750,29950,29050,13200
17/10/2018,11950,26650,21250,15750,18850,25850,25000,30100,28900,13200
18/10/2018,12000,26650,21000,16650,19250,26050,25900,29900,28700,13200
19/10/2018,12000,26650,21000,16650,19250,26050,25900,29900,28700,13200
22/10/2018,11950,26650,21050,16750,19250,26100,26000,29900,28750,13200
23/10/2018,11950,26650,21050,16800,19300,26350,26450,30100,28450,13200
24/10/2018,11950,26500,21100,16800,19400,26400,26400,29950,28250,13200
25/10/2018,12000,26250,21050,17450,19700,25700,27150,30100,27900,13200
26/10/2018,12000,26250,21050,17450,19700,25700,27150,30100,27900,13200
29/10/2018,12000,26250,21050,17350,19700,25800,27300,30100,27900,13200
30/10/2018,12000,26400,21100,17400,19650,25500,26700,29200,28000,13200
31/10/2018,12000,26400,21100,17400,19600,24950,26500,29250,27550,13200
01/11/2018,12000,26500,21150,17600,19600,24200,25400,27500,27100,13200
02/11/2018,12000,26500,21150,17600,19600,24200,25400,27500,27100,13200
05/11/2018,12000,26550,21150,17750,19650,24200,25400,27650,27250,13200
06/11/2018,12000,26550,21150,17650,19600,23850,25300,28000,27650,13200
07/11/2018,12000,26450,21150,17750,19450,24050,25200,28150,27700,13200
08/11/2018,12000,26400,21200,18400,18950,24100,24200,30200,27600,13200
09/11/2018,12000,26400,21200,18400,18950,24100,24200,30200,27600,13200
12/11/2018,12000,26400,21250,18350,18950,24000,24100,29950,27400,13200
13/11/2018,12000,26400,21250,18450,18850,24050,23850,29800,27250,13200
14/11/2018,12000,26500,21250,18700,18750,23750,23950,29750,27200,13200
15/11/2018,12000,26650,21800,19100,18150,23650,23700,29800,27100,13200
16/11/2018,12000,26650,21800,19100,18150,23650,23700,29800,27100,13200
19/11/2018,12000,26700,21850,19200,18100,23550,23800,29650,27000,13200
21/11/2018,12000,26750,21900,19400,17950,23400,23550,29950,27400,13200
22/11/2018,12000,26850,22350,20250,17500,24200,23050,30650,27500,13150
23/11/2018,12000,26850,22350,20250,17500,24200,23050,30650,27500,13150
26/11/2018,12000,26900,22350,20250,17500,24200,23050,30650,27500,13150
27/11/2018,12000,27050,22500,20450,17600,24300,22850,30950,27650,13150
28/11/2018,12000,27100,22550,20550,17500,24200,22800,31150,28250,13150
29/11/2018,12000,27500,22800,21350,17300,22950,22750,31650,28000,13100
30/11/2018,12000,27500,22800,21350,17300,22950,22750,31650,28000,13100
03/12/2018,12000,27500,22800,21350,17300,22950,22750,31650,28000,13100
04/12/2018,12000,27500,22850,21600,17250,23050,22650,31900,28100,13100
05/12/2018,12000,27500,22900,21750,17400,23000,22650,32000,28200,13100
06/12/2018,12050,28000,23600,22650,17200,23500,23150,33200,27550,13100
07/12/2018,12050,28000,23600,22650,17200,23500,23150,33200,27550,13100
10/12/2018,12050,28000,23600,22650,17200,23450,23150,33050,27400,13100
11/12/2018,12050,28000,23600,22750,17100,23400,23150,33150,27150,13100
12/12/2018,12050,28100,23700,23050,17000,22950,23400,33400,26850,13100
13/12/2018,12050,28100,24100,23800,16850,24450,24650,34200,26500,13000
14/12/2018,12050,28100,24100,23800,16850,24450,24650,34200,26500,13000
17/12/2018,12050,28100,24100,23850,16750,24550,24650,34200,26450,13000
18/12/2018,12050,28250,24200,23900,16800,24850,24600,33800,26750,13000
19/12/2018,12050,28250,24200,24000,16900,25100,24750,34100,26600,13000
20/12/2018,12050,28850,24450,24350,17100,25550,24600,34950,26350,13000
21/12/2018,12050,28850,24450,24350,17100,25550,24600,34950,26350,13000
24/12/2018,12050,28850,24450,24350,17100,25550,24600,34950,26350,13000
26/12/2018,12050,29400,24500,24350,17100,25800,24600,37700,26900,12950
27/12/2018,12100,30050,24800,25100,17100,26650,25100,40350,28050,12950
28/12/2018,12100,30050,24800,25100,17100,26650,25100,40350,28050,12950
31/12/2018,12100,30050,24800,25100,17150,26550,25000,40350,27900,12950
02/01/2019,11750,33500,24050,26150,17350,24500,23600,35800,28900,13150
03/01/2019,12100,30250,24750,25550,17100,24750,23150,38800,26900,13000
04/01/2019,12100,30250,24750,25550,17100,24750,23150,38800,26900,13000
07/01/2019,12100,30150,24750,25550,17100,24750,23150,38600,26750,13000
08/01/2019,12100,29850,24750,25600,17100,24250,22850,38450,26350,13000
09/01/2019,12100,29600,24700,25650,17250,24300,22900,38800,26000,13000
10/01/2019,12100,29350,24200,26200,17300,23850,22350,36800,25100,12900
11/01/2019,12100,29350,24200,26200,17300,23850,22350,36800,25100,12900
14/01/2019,12100,29250,24250,26350,17300,23850,22350,36800,25100,12900
15/01/2019,12100,29150,24200,26350,17400,24050,22000,37050,25500,12900
16/01/2019,12100,28950,24100,26300,17450,23750,21850,35750,25100,12900
17/01/2019,12150,28350,23800,26050,17600,22550,20950,33050,24550,12850
18/01/2019,12150,28350,23800,26050,17600,22550,20950,33050,24550,12850
21/01/2019,12150,28300,23750,25950,17600,22550,20950,33050,24550,12850
22/01/2019,12150,28250,23700,26050,17550,22100,20800,32750,24600,12850
23/01/2019,12150,28000,23700,26000,17350,22050,20350,32200,24450,12850
24/01/2019,12200,27150,23400,24350,17450,21000,18800,28800,23800,12850
25/01/2019,12200,27150,23400,24350,17450,21000,18800,28800,23800,12850
28/01/2019,12200,27150,23400,24350,17450,21000,18800,28800,23750,12850
29/01/2019,12200,27050,23400,23750,17450,21000,18900,28250,23500,12850
30/01/2019,12200,26950,23300,23450,17400,20500,18600,27900,23200,12850
31/01/2019,12200,25950,22950,22500,17300,20200,17950,26200,23550,12800
01/02/2019,12200,25950,22950,22500,17300,20200,17950,26200,23550,12800
